TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
Theft from Vehicle,2012,11,18,18,30,8X W PENDER ST,Central Business District,492208.56,5458693,49.28094151,-123.1071279
Vehicle Collision or Pedestrian Struck (with Injury),2012,10,14,14,2,FRASER ST / E 56TH AVE,Sunset,493379,5451818,49.21911321,-123.0909214
Theft from Vehicle,2012,11,20,18,30,8X W PENDER ST,Central Business District,492208.56,5458693,49.28094151,-123.1071279
Vehicle Collision or Pedestrian Struck (with Injury),2012,9,16,22,20,FRASER ST / E 57TH AVE,Sunset,493377,5451724,49.21826764,-123.0909473
Vehicle Collision or Pedestrian Struck (with Injury),2012,12,1,8,12,FRASER ST / E 57TH AVE,Sunset,493377,5451724,49.21826764,-123.0909473
Theft from Vehicle,2012,11,20,22,11,8X W PENDER ST,Central Business District,492208.56,5458693,49.28094151,-123.1071279
Theft of Vehicle,2012,1,5,19,0,23XX ST CATHERINES ST,Mount Pleasant,493805.4,5456835.8,49.26425393,-123.0851435
Theft from Vehicle,2012,11,30,12,0,8X W PENDER ST,Central Business District,492208.56,5458693,49.28094151,-123.1071279
Theft from Vehicle,2012,12,24,15,25,8X W PENDER ST,Central Business District,492208.56,5458693,49.28094151,-123.1071279
Theft from Vehicle,2012,12,27,13,33,8X W PENDER ST,Central Business District,492208.56,5458693,49.28094151,-123.1071279
Other Theft,2012,6,13,17,0,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,5,31,19,3,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,5,22,11,25,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,5,14,17,21,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Vehicle Collision or Pedestrian Struck (with Injury),2012,1,4,7,29,FRASER ST / E BROADWAY AVE,Mount Pleasant,493514,5456639,49.26248065,-123.0891456
Vehicle Collision or Pedestrian Struck (with Injury),2012,7,13,1,40,FRASER ST / E BROADWAY AVE,Mount Pleasant,493514,5456639,49.26248065,-123.0891456
Other Theft,2012,5,14,14,48,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,5,3,13,4,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,5,2,16,5,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,5,1,14,10,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,4,24,11,5,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,4,16,11,33,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,3,8,15,33,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,3,5,7,50,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,2,20,12,22,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,2,16,14,19,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Vehicle Collision or Pedestrian Struck (with Injury),2012,7,23,22,56,FRASER ST / KINGSWAY AVE,Mount Pleasant,493466,5455995,49.25668724,-123.0897948
Other Theft,2012,2,15,15,50,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,2,9,9,11,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,2,1,16,19,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,1,13,18,53,4XX GRANVILLE ST,Central Business District,491648.23,5459113.22,49.28471405,-123.1148409
Other Theft,2012,8,12,13,0,4XX GORE AVE,Strathcona,492911.23,5458691.5,49.28093657,-123.0974666
Other Theft,2012,1,26,9,7,4XX E HASTINGS ST,Strathcona,493147.77,5458730.88,49.2812935,-123.094215
Other Theft,2012,1,10,20,15,4XX COLUMBIA ST,Central Business District,492566.99,5458741.25,49.28137999,-123.1022006
Theft from Vehicle,2012,1,25,14,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,2,2,13,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,2,17,13,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,2,17,14,4,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,2,20,11,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Vehicle Collision or Pedestrian Struck (with Injury),2012,6,10,2,23,FRASER ST / SE MARINE DR,Sunset,493362,5450924,49.21107126,-123.0911401
Theft from Vehicle,2012,2,22,14,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,3,9,12,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,3,10,11,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,3,11,12,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Vehicle Collision or Pedestrian Struck (with Injury),2012,1,23,14,35,GARDEN DR / E BROADWAY AVE,Kensington-Cedar Cottage,495768,5456610,49.26223954,-123.0581656
Theft from Vehicle,2012,3,17,0,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,3,17,13,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,3,26,12,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,3,26,13,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,4,3,12,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,6,5,9,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,6,5,9,45,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,6,6,19,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,6,8,11,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,6,11,14,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,6,28,11,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,6,30,11,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,7,2,13,25,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,2,3,8,40,12XX E KING EDWARD AVE,Kensington-Cedar Cottage,494229.07,5455084.27,49.2485027,-123.079295
Theft from Vehicle,2012,7,3,10,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,7,3,12,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,7,4,10,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Vehicle Collision or Pedestrian Struck (with Injury),2012,2,29,12,59,GLEN DR / UNION ST,Strathcona,494081,5458290,49.27733745,-123.081377
Theft from Vehicle,2012,7,6,11,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,7,6,16,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,7,7,13,9,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,7,9,12,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,7,10,11,20,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,7,15,14,41,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,7,17,23,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,7,26,13,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft of Vehicle,2012,6,27,22,0,23XX W 35TH AVE,Arbutus Ridge,488272.36,5454190.35,49.24037654,-123.1611163
Theft from Vehicle,2012,7,27,13,1,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,8,9,11,45,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,8,12,14,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,8,13,18,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,8,15,10,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,8,16,10,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Vehicle Collision or Pedestrian Struck (with Injury),2012,7,4,15,41,GOTHARD ST / E 29TH AVE,Renfrew-Collingwood,496281,5454650,49.24461225,-123.0510966
Theft from Vehicle,2012,8,18,13,19,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,9,5,10,15,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,9,13,9,45,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,9,13,14,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,10,7,13,45,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,10,15,14,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,11,18,14,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,11,23,11,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Other Theft,2012,3,19,15,20,31XX MAIN ST,Mount Pleasant,492639.71,5456045.93,49.25713598,-123.1011512
Theft from Vehicle,2012,11,26,12,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,11,30,11,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,12,1,14,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,12,12,12,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,12,13,14,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft of Vehicle,2012,10,4,0,0,23XX W 40TH AVE,Arbutus Ridge,488381.67,5453654.75,49.23556079,-123.1595991
Other Theft,2012,4,28,8,42,23XX W 41ST AVE,Kerrisdale,488306.48,5453550.75,49.23462386,-123.1606289
Theft from Vehicle,2012,11,7,8,48,13XX E 8TH AVE,Grandview-Woodland,494455.19,5456726.57,49.26327762,-123.0762108
Theft from Vehicle,2012,12,17,14,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,12,26,15,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Vehicle Collision or Pedestrian Struck (with Injury),2012,3,2,20,17,GRANDVIEW HWY / RUPERT ST,Renfrew-Collingwood,497535,5456151,49.25812042,-123.0338767
Theft from Vehicle,2012,12,27,10,0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Theft from Vehicle,2012,12,31,14,30,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
Other Theft,2012,8,12,17,2,4XX ABBOTT ST,Central Business District,492183.96,5458755.3,49.28150159,-123.1074674
Theft from Vehicle,2012,1,27,15,16,8XX AVISON WAY,Stanley Park,490536.13,5460885.81,49.30064253,-123.1301747
Theft from Vehicle,2012,7,24,11,0,8XX AVISON WAY,Stanley Park,490536.13,5460885.81,49.30064253,-123.1301747
Theft from Vehicle,2012,3,1,17,30,8XX BEACH AVE,Central Business District,490405.15,5458008.67,49.2747602,-123.1319073
Theft from Vehicle,2012,3,24,20,30,8XX BEACH AVE,Central Business District,490405.15,5458008.67,49.2747602,-123.1319073
Vehicle Collision or Pedestrian Struck (with Injury),2012,2,3,8,52,GRANDVIEW HWY N / E BROADWAY AVE,Kensington-Cedar Cottage,495136,5456616,49.26228881,-123.066852
